"IDCREDITO","Duracao","HistoricoCredito","Proposito","Valor","Investimentos","Emprego","TempoParcelamento","EstadoCivil","FiadorTerceiros","ResidenciaDesde","Idade","OutrosFinanciamentos","Habitacao","EmprestimoExistente","Profissao","Dependentes","SocioEmpresa","Status","proposta","financiamentos","profissao","emprego","histcredito","fiador","residencia","estadocivil","investimentos"
51,24,3,3,2333,1,1,4,4,3,2,29,1,1,1,3,1,0,1,"moveis","banco","nao qualificado","<1","Atrasos anteriores","nao","proria","Viuvo","Desconhecido\\n"
52,27,3,5,5965,2,2,1,4,3,2,30,3,1,2,1,1,1,1,"veiculo usado","nenhum","altamente qualificado/empresario",">=7","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
53,12,2,1,1262,2,3,3,4,3,2,25,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
54,18,2,5,3378,1,3,2,4,3,1,31,3,1,1,4,1,1,1,"veiculo usado","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
55,36,3,4,2225,2,2,4,4,3,4,57,1,2,2,4,1,1,0,"veiculo novo","banco","qualificado",">=7","Atrasos anteriores","nao","de graca","Viuvo","<100\\n"
57,12,2,1,6468,1,5,2,4,3,1,52,3,1,1,1,1,1,0,"reforma","nenhum","altamente qualificado/empresario","Desempregado","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
58,36,1,1,9566,2,3,2,1,3,2,31,2,1,2,4,1,0,1,"reforma","loja","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
59,18,2,4,1961,2,2,3,1,3,2,23,3,1,1,1,1,0,1,"veiculo novo","nenhum","altamente qualificado/empresario",">=7","existentes/pagos","nao","proria","Solteiro","<100\\n"
60,36,1,3,6229,2,1,4,1,2,4,23,3,3,2,3,1,1,0,"moveis","nenhum","nao qualificado","<1","Critico-outros creditos","co requerente","alugada","Solteiro","<100\\n"
61,9,2,6,1391,2,3,2,3,3,1,27,1,1,1,4,1,1,1,"abrir negocio","banco","qualificado","1<=X<4","existentes/pagos","nao","proria","Divorciado","<100\\n"
62,15,1,1,1537,1,2,4,4,4,4,50,3,1,2,4,1,1,1,"reforma","nenhum","qualificado",">=7","Critico-outros creditos","sim","proria","Viuvo","Desconhecido\\n"
63,36,4,6,1953,2,2,4,4,3,4,61,3,2,1,1,1,1,0,"abrir negocio","nenhum","altamente qualificado/empresario",">=7","sem creditos/todos pagos","nao","de graca","Viuvo","<100\\n"
64,48,4,6,14421,2,3,2,4,3,2,25,3,1,1,4,1,1,0,"abrir negocio","nenhum","qualificado","1<=X<4","sem creditos/todos pagos","nao","proria","Viuvo","<100\\n"
10,30,0,4,5234,2,5,4,3,3,2,28,3,1,2,1,1,0,0,"veiculo novo","nenhum","altamente qualificado/empresario","Desempregado",NULL,"nao","proria","Divorciado","<100\\n"
190,18,4,3,3244,2,3,1,1,3,4,33,1,1,2,4,1,1,1,"moveis","banco","qualificado","1<=X<4","sem creditos/todos pagos","nao","proria","Solteiro","<100\\n"
233,12,0,1,2141,5,4,3,4,3,1,35,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","4<=X<7",NULL,"nao","proria","Viuvo","100<=X<500"
297,12,2,5,4675,1,1,1,1,3,4,20,3,3,1,4,1,0,1,"veiculo usado","nenhum","qualificado","<1","existentes/pagos","nao","alugada","Solteiro","Desconhecido\\n"
395,9,0,3,2406,2,5,2,4,3,3,31,3,1,1,1,1,0,1,"moveis","nenhum","altamente qualificado/empresario","Desempregado",NULL,"nao","proria","Viuvo","<100\\n"
676,30,0,1,4530,2,4,4,1,3,4,26,3,3,1,1,1,1,1,"reforma","nenhum","altamente qualificado/empresario","4<=X<7",NULL,"nao","alugada","Solteiro","<100\\n"
688,36,3,4,2862,5,2,4,4,3,3,30,3,2,1,4,1,0,1,"veiculo novo","nenhum","qualificado",">=7","Atrasos anteriores","nao","de graca","Viuvo","100<=X<500"
694,6,1,4,4716,1,1,1,4,3,3,44,3,1,2,3,2,0,1,"veiculo novo","nenhum","nao qualificado","<1","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
696,6,2,5,1236,3,3,2,4,3,4,50,3,3,1,4,1,0,1,"veiculo usado","nenhum","qualificado","1<=X<4","existentes/pagos","nao","alugada","Viuvo","500<=X<1000"
697,12,2,1,1103,2,4,4,4,4,3,29,3,1,2,4,1,0,1,"reforma","nenhum","qualificado","4<=X<7","existentes/pagos","sim","proria","Viuvo","<100\\n"
698,12,1,4,926,2,5,1,1,3,2,38,3,1,1,2,1,0,1,"veiculo novo","nenhum","desempregado","Desempregado","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
699,18,1,1,1800,2,3,4,4,3,2,24,3,1,2,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
700,15,2,2,1905,2,2,4,4,3,4,40,3,3,1,1,1,1,1,"educacao","nenhum","altamente qualificado/empresario",">=7","existentes/pagos","nao","alugada","Viuvo","<100\\n"
701,12,2,3,1123,3,3,4,1,3,4,29,3,3,1,3,1,0,0,"moveis","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","alugada","Solteiro","500<=X<1000"
702,48,1,5,6331,2,2,4,4,3,4,46,3,2,2,4,1,1,0,"veiculo usado","nenhum","qualificado",">=7","Critico-outros creditos","nao","de graca","Viuvo","<100\\n"
703,24,2,1,1377,5,2,4,1,3,2,47,3,2,1,4,1,1,1,"reforma","nenhum","qualificado",">=7","existentes/pagos","nao","de graca","Solteiro","100<=X<500"
704,30,3,6,2503,5,2,4,4,3,2,41,2,1,2,4,1,0,1,"abrir negocio","loja","qualificado",">=7","Atrasos anteriores","nao","proria","Viuvo","100<=X<500"
705,27,2,6,2528,2,1,4,1,3,1,32,3,1,1,4,2,1,1,"abrir negocio","nenhum","qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
706,15,2,4,5324,3,2,1,1,3,4,35,3,2,1,4,1,0,1,"veiculo novo","nenhum","qualificado",">=7","existentes/pagos","nao","de graca","Solteiro","500<=X<1000"
707,48,2,4,6560,5,4,3,4,3,2,24,3,1,1,4,1,0,0,"veiculo novo","nenhum","qualificado","4<=X<7","existentes/pagos","nao","proria","Viuvo","100<=X<500"
708,12,4,3,2969,2,1,4,1,3,3,25,3,3,2,4,1,0,0,"moveis","nenhum","qualificado","<1","sem creditos/todos pagos","nao","alugada","Solteiro","<100\\n"
709,9,2,1,1206,2,2,4,1,3,4,25,3,1,1,4,1,0,1,"reforma","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Solteiro","<100\\n"
710,9,2,1,2118,2,3,2,4,3,2,37,3,1,1,3,2,0,1,"reforma","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
711,18,1,1,629,3,2,4,4,3,3,32,1,1,2,1,1,1,1,"reforma","banco","altamente qualificado/empresario",">=7","Critico-outros creditos","nao","proria","Viuvo","500<=X<1000"
712,6,5,2,1198,2,2,4,1,3,4,35,3,2,1,4,1,0,0,"educacao","nenhum","qualificado",">=7","todos pagos","nao","de graca","Solteiro","<100\\n"
713,21,2,5,2476,1,2,4,4,3,4,46,3,1,1,1,1,1,1,"veiculo usado","nenhum","altamente qualificado/empresario",">=7","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
714,9,1,1,1138,2,3,4,4,3,4,25,3,1,2,3,1,0,1,"reforma","nenhum","nao qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
715,60,2,4,14027,2,4,4,4,3,2,27,3,1,1,1,1,1,0,"veiculo novo","nenhum","altamente qualificado/empresario","4<=X<7","existentes/pagos","nao","proria","Viuvo","<100\\n"
716,30,1,5,7596,1,2,1,4,3,4,63,3,1,2,4,1,0,1,"veiculo usado","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
717,30,1,1,3077,1,2,3,4,3,2,40,3,1,2,4,2,1,1,"reforma","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
718,18,2,1,1505,2,3,4,4,3,2,32,3,2,1,1,1,1,1,"reforma","nenhum","altamente qualificado/empresario","1<=X<4","existentes/pagos","nao","de graca","Viuvo","<100\\n"
719,24,1,1,3148,1,3,3,4,3,2,31,3,1,2,4,1,1,1,"reforma","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
672,36,2,6,5742,5,4,2,4,3,2,31,3,1,2,4,1,1,1,"abrir negocio","nenhum","qualificado","4<=X<7","existentes/pagos","nao","proria","Viuvo","100<=X<500"
673,60,2,4,10366,2,2,2,4,3,4,42,3,1,1,1,1,1,1,"veiculo novo","nenhum","altamente qualificado/empresario",">=7","existentes/pagos","nao","proria","Viuvo","<100\\n"
674,6,1,4,2080,3,3,1,3,3,2,24,3,1,1,4,1,0,1,"veiculo novo","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Divorciado","500<=X<1000"
675,21,3,6,2580,3,1,4,4,3,2,41,1,1,1,3,2,0,0,"abrir negocio","banco","nao qualificado","<1","Atrasos anteriores","nao","proria","Viuvo","500<=X<1000"
695,24,2,1,2284,2,4,4,4,3,2,28,3,1,1,4,1,1,1,"reforma","nenhum","qualificado","4<=X<7","existentes/pagos","nao","proria","Viuvo","<100\\n"
720,20,4,5,6148,5,2,3,3,3,4,31,1,1,2,4,1,1,1,"veiculo usado","banco","qualificado",">=7","sem creditos/todos pagos","nao","proria","Divorciado","100<=X<500"
721,9,4,1,1337,2,1,4,4,3,2,34,3,1,2,1,1,1,0,"reforma","nenhum","altamente qualificado/empresario","<1","sem creditos/todos pagos","nao","proria","Viuvo","<100\\n"
722,6,5,2,433,4,1,4,1,3,2,24,1,3,1,4,2,0,0,"educacao","banco","qualificado","<1","todos pagos","nao","alugada","Solteiro",">=1000"
723,12,2,4,1228,2,3,4,1,3,2,24,3,1,1,3,1,0,0,"veiculo novo","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","<100\\n"
724,9,2,1,790,3,3,4,1,3,3,66,3,1,1,3,1,0,1,"reforma","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","500<=X<1000"
725,27,2,4,2570,2,3,3,1,3,3,21,3,3,1,4,1,0,0,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","nao","alugada","Solteiro","<100\\n"
726,6,1,4,250,4,3,2,1,3,2,41,1,1,2,3,1,0,1,"veiculo novo","banco","nao qualificado","1<=X<4","Critico-outros creditos","nao","proria","Solteiro",">=1000"
727,15,1,1,1316,3,3,2,3,3,2,47,3,1,2,3,1,0,1,"reforma","nenhum","nao qualificado","1<=X<4","Critico-outros creditos","nao","proria","Divorciado","500<=X<1000"
728,18,2,1,1882,2,3,4,1,3,4,25,1,3,2,4,1,0,0,"reforma","banco","qualificado","1<=X<4","existentes/pagos","nao","alugada","Solteiro","<100\\n"
729,48,5,6,6416,2,2,4,1,3,3,59,3,3,1,4,1,0,0,"abrir negocio","nenhum","qualificado",">=7","todos pagos","nao","alugada","Solteiro","<100\\n"
730,24,1,6,1275,4,3,2,2,3,4,36,3,1,2,4,1,1,1,"abrir negocio","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Casado",">=1000"
731,24,3,1,6403,2,1,1,4,3,2,33,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","<1","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
732,24,2,1,1987,2,3,2,4,3,4,21,3,3,1,3,2,0,0,"reforma","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","alugada","Viuvo","<100\\n"
733,8,2,1,760,2,4,4,1,4,2,44,3,1,1,3,1,0,1,"reforma","nenhum","nao qualificado","4<=X<7","existentes/pagos","sim","proria","Solteiro","<100\\n"
734,24,2,5,2603,4,3,2,1,3,4,28,3,3,1,4,1,1,1,"veiculo usado","nenhum","qualificado","1<=X<4","existentes/pagos","nao","alugada","Solteiro",">=1000"
735,4,1,4,3380,2,4,1,1,3,1,37,3,1,1,4,2,0,1,"veiculo novo","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
736,36,5,7,3990,1,1,3,1,3,2,29,1,1,1,2,1,0,1,"quitar divida","banco","desempregado","<1","todos pagos","nao","proria","Solteiro","Desconhecido\\n"
737,24,2,5,11560,2,3,1,1,3,4,23,3,3,2,1,1,0,0,"veiculo usado","nenhum","altamente qualificado/empresario","1<=X<4","existentes/pagos","nao","alugada","Solteiro","<100\\n"
738,18,2,4,4380,5,3,3,4,3,4,35,3,1,1,3,2,1,1,"veiculo novo","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","100<=X<500"
739,6,1,4,6761,2,4,1,4,3,3,45,3,1,2,1,2,1,1,"veiculo novo","nenhum","altamente qualificado/empresario","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
740,30,4,6,4280,5,3,4,1,3,4,26,3,3,2,3,1,0,0,"abrir negocio","nenhum","nao qualificado","1<=X<4","sem creditos/todos pagos","nao","alugada","Solteiro","100<=X<500"
741,24,5,4,2325,5,4,2,4,3,3,32,1,1,1,4,1,0,1,"veiculo novo","banco","qualificado","4<=X<7","todos pagos","nao","proria","Viuvo","100<=X<500"
742,10,5,1,1048,2,3,4,4,3,4,23,2,1,1,3,1,0,1,"reforma","loja","nao qualificado","1<=X<4","todos pagos","nao","proria","Viuvo","<100\\n"
743,21,2,1,3160,1,2,4,4,3,3,41,3,1,1,4,1,1,1,"reforma","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
744,24,5,3,2483,3,3,4,4,3,4,22,2,1,1,4,1,1,1,"moveis","loja","qualificado","1<=X<4","todos pagos","nao","proria","Viuvo","500<=X<1000"
746,13,1,6,1797,2,1,3,4,3,1,28,1,1,2,3,1,0,1,"abrir negocio","banco","nao qualificado","<1","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
747,15,2,4,2511,2,5,1,1,3,4,23,3,3,1,4,1,0,1,"veiculo novo","nenhum","qualificado","Desempregado","existentes/pagos","nao","alugada","Solteiro","<100\\n"
748,12,2,4,1274,2,1,3,1,3,1,37,3,1,1,3,1,0,0,"veiculo novo","nenhum","nao qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
749,21,2,5,5248,1,3,1,4,3,3,26,3,1,1,4,1,0,1,"veiculo usado","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
751,6,2,3,428,2,2,2,1,3,1,49,1,1,1,4,1,1,1,"moveis","banco","qualificado",">=7","existentes/pagos","nao","proria","Solteiro","<100\\n"
752,18,2,4,976,2,1,1,1,3,2,23,3,1,1,3,1,0,0,"veiculo novo","nenhum","nao qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
753,12,2,6,841,5,4,2,1,3,4,23,3,3,1,3,1,0,1,"abrir negocio","nenhum","nao qualificado","4<=X<7","existentes/pagos","nao","alugada","Solteiro","100<=X<500"
754,30,1,1,5771,2,4,4,1,3,2,25,3,1,2,4,1,0,1,"reforma","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
755,12,3,8,1555,4,2,4,4,3,4,55,3,2,2,4,2,0,0,"reforma casa","nenhum","qualificado",">=7","Atrasos anteriores","nao","de graca","Viuvo",">=1000"
756,24,2,4,1285,1,4,4,1,3,4,32,3,3,1,4,1,0,0,"veiculo novo","nenhum","qualificado","4<=X<7","existentes/pagos","nao","alugada","Solteiro","Desconhecido\\n"
757,6,1,4,1299,2,3,1,4,3,1,74,3,1,3,2,2,0,1,"veiculo novo","nenhum","desempregado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
758,15,1,1,1271,1,3,3,4,3,4,39,3,2,2,4,1,1,0,"reforma","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","de graca","Viuvo","Desconhecido\\n"
759,24,2,4,1393,2,3,2,4,4,2,31,3,1,1,4,1,1,1,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","sim","proria","Viuvo","<100\\n"
760,12,1,4,691,2,2,4,4,3,3,35,3,1,2,4,1,0,0,"veiculo novo","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
761,15,1,4,5045,1,2,1,1,3,4,59,3,1,1,4,1,1,1,"veiculo novo","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Solteiro","Desconhecido\\n"
762,18,1,3,2124,2,3,4,1,3,4,24,3,3,2,4,1,0,0,"moveis","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","alugada","Solteiro","<100\\n"
763,12,2,1,2214,2,3,4,4,3,3,24,3,1,1,3,1,0,1,"reforma","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
764,21,1,4,12680,1,2,4,4,3,4,30,3,2,1,1,1,1,0,"veiculo novo","nenhum","altamente qualificado/empresario",">=7","Critico-outros creditos","nao","de graca","Viuvo","Desconhecido\\n"
765,24,1,4,2463,5,4,4,3,3,3,27,3,1,2,4,1,1,1,"veiculo novo","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Divorciado","100<=X<500"
766,12,2,1,1155,2,2,3,3,4,3,40,1,1,2,3,1,0,1,"reforma","banco","nao qualificado",">=7","existentes/pagos","sim","proria","Divorciado","<100\\n"
767,30,2,3,3108,2,1,2,2,3,4,31,3,1,1,3,1,0,0,"moveis","nenhum","nao qualificado","<1","existentes/pagos","nao","proria","Casado","<100\\n"
768,10,2,5,2901,1,1,1,1,3,4,31,3,3,1,4,1,0,1,"veiculo usado","nenhum","qualificado","<1","existentes/pagos","nao","alugada","Solteiro","Desconhecido\\n"
769,12,1,3,3617,2,2,1,4,3,4,28,3,3,3,4,1,1,1,"moveis","nenhum","qualificado",">=7","Critico-outros creditos","nao","alugada","Viuvo","<100\\n"
770,12,1,1,1655,2,2,2,4,3,4,63,3,1,2,3,1,1,1,"reforma","nenhum","nao qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
771,24,2,5,2812,1,2,2,1,3,4,26,3,3,1,4,1,0,1,"veiculo usado","nenhum","qualificado",">=7","existentes/pagos","nao","alugada","Solteiro","Desconhecido\\n"
772,36,1,2,8065,2,3,3,1,3,2,25,3,1,2,1,1,1,0,"educacao","nenhum","altamente qualificado/empresario","1<=X<4","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
689,9,2,1,2753,5,2,3,4,2,4,35,3,1,1,4,1,1,1,"reforma","nenhum","qualificado",">=7","existentes/pagos","co requerente","proria","Viuvo","100<=X<500"
690,12,2,4,3651,4,3,1,4,3,3,31,3,1,1,4,2,0,1,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo",">=1000"
691,15,1,3,975,2,3,2,2,3,3,25,3,1,2,4,1,0,1,"moveis","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Casado","<100\\n"
692,15,2,8,2631,5,3,3,1,3,2,25,3,1,1,3,1,0,1,"reforma casa","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","100<=X<500"
693,24,2,1,2896,5,1,2,4,3,1,29,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","<1","existentes/pagos","nao","proria","Viuvo","100<=X<500"
31,18,2,6,1913,4,1,3,3,3,3,36,1,1,1,4,1,1,1,"abrir negocio","banco","qualificado","<1","existentes/pagos","nao","proria","Divorciado",">=1000"
32,24,2,3,4020,2,3,2,4,3,2,27,2,1,1,4,1,0,1,"moveis","loja","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
33,18,2,4,5866,5,3,2,4,3,2,30,3,1,2,4,1,1,1,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","100<=X<500"
34,12,1,6,1264,1,2,4,4,3,4,57,3,3,1,3,1,0,1,"abrir negocio","nenhum","nao qualificado",">=7","Critico-outros creditos","nao","alugada","Viuvo","Desconhecido\\n"
36,45,1,1,4746,2,1,4,4,3,2,25,3,1,2,3,1,0,0,"reforma","nenhum","nao qualificado","<1","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
37,48,1,2,6110,2,3,1,4,3,3,31,1,2,1,4,1,1,1,"educacao","banco","qualificado","1<=X<4","Critico-outros creditos","nao","de graca","Viuvo","<100\\n"
773,21,1,5,3275,2,2,1,4,3,4,36,3,1,1,1,1,1,1,"veiculo usado","nenhum","altamente qualificado/empresario",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
27,6,4,1,426,2,2,4,3,3,4,39,3,1,1,3,1,0,1,"reforma","nenhum","nao qualificado",">=7","sem creditos/todos pagos","nao","proria","Divorciado","<100\\n"
28,12,5,1,409,4,3,3,1,3,3,42,3,3,2,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","todos pagos","nao","alugada","Solteiro",">=1000"
29,7,2,1,2415,2,3,3,4,4,2,34,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","sim","proria","Viuvo","<100\\n"
30,60,3,6,6836,2,2,3,4,3,4,63,3,1,2,4,1,1,0,"abrir negocio","nenhum","qualificado",">=7","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
38,18,2,1,2100,2,3,4,4,2,2,37,2,1,1,4,1,0,0,"reforma","loja","qualificado","1<=X<4","existentes/pagos","co requerente","proria","Viuvo","<100\\n"
786,18,2,6,1941,4,3,4,4,3,2,35,3,1,1,3,1,1,1,"abrir negocio","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo",">=1000"
787,22,2,1,2675,3,2,3,4,3,4,40,3,1,1,4,1,0,1,"reforma","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","500<=X<1000"
788,48,1,5,2751,1,2,4,4,3,3,38,3,1,2,4,2,1,1,"veiculo usado","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
789,48,3,2,6224,2,2,4,4,3,4,50,3,2,1,4,1,0,0,"educacao","nenhum","qualificado",">=7","Atrasos anteriores","nao","de graca","Viuvo","<100\\n"
790,40,1,2,5998,2,3,4,4,3,3,27,1,1,1,4,1,1,0,"educacao","banco","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
791,21,2,6,1188,2,2,2,1,3,4,39,3,1,1,4,2,0,0,"abrir negocio","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Solteiro","<100\\n"
792,24,2,5,6313,1,2,3,4,3,4,41,3,1,1,1,2,1,1,"veiculo usado","nenhum","altamente qualificado/empresario",">=7","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
793,6,1,3,1221,1,3,1,3,3,2,27,3,1,2,4,1,0,1,"moveis","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Divorciado","Desconhecido\\n"
794,24,2,3,2892,2,2,3,2,3,4,51,3,2,1,4,1,0,1,"moveis","nenhum","qualificado",">=7","existentes/pagos","nao","de graca","Casado","<100\\n"
795,24,2,3,3062,3,2,4,4,3,3,32,3,3,1,4,1,1,1,"moveis","nenhum","qualificado",">=7","existentes/pagos","nao","alugada","Viuvo","500<=X<1000"
39,10,2,7,1225,2,3,2,4,3,2,37,3,1,1,4,1,1,1,"quitar divida","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
40,9,2,1,458,2,3,4,4,3,3,24,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
41,30,2,1,2333,3,2,4,4,3,2,30,1,1,1,1,1,0,1,"reforma","banco","altamente qualificado/empresario",">=7","existentes/pagos","nao","proria","Viuvo","500<=X<1000"
42,12,2,1,1158,3,3,3,2,3,1,26,3,1,1,4,1,1,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Casado","500<=X<1000"
43,18,3,8,6204,2,3,2,4,3,4,44,3,1,1,3,2,1,1,"reforma casa","nenhum","nao qualificado","1<=X<4","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
44,30,1,5,6187,5,4,1,3,3,4,24,3,3,2,4,1,0,1,"veiculo usado","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","alugada","Divorciado","100<=X<500"
46,11,1,4,1393,2,1,4,1,3,4,35,3,1,2,1,1,0,1,"veiculo novo","nenhum","altamente qualificado/empresario","<1","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
47,36,2,1,2299,3,2,4,4,3,4,39,3,1,1,4,1,0,1,"reforma","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","500<=X<1000"
175,21,3,2,3414,2,1,2,4,3,1,26,3,1,2,4,1,0,0,"educacao","nenhum","qualificado","<1","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
177,12,2,3,2577,2,3,2,2,3,1,42,3,1,1,4,1,0,1,"moveis","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Casado","<100\\n"
289,12,2,1,1092,2,3,4,1,4,4,49,3,1,2,4,1,1,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","sim","proria","Solteiro","<100\\n"
774,24,1,1,2223,5,2,4,4,3,4,52,1,1,2,4,1,0,1,"reforma","banco","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","100<=X<500"
781,39,1,1,4933,2,4,2,4,4,2,25,3,1,2,4,1,0,0,"reforma","nenhum","qualificado","4<=X<7","Critico-outros creditos","sim","proria","Viuvo","<100\\n"
782,24,1,4,1940,4,2,4,4,3,4,60,3,1,1,4,1,1,1,"veiculo novo","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo",">=1000"
783,12,4,10,1410,2,3,2,4,3,2,31,3,1,1,3,1,1,1,"qualificacao","nenhum","nao qualificado","1<=X<4","sem creditos/todos pagos","nao","proria","Viuvo","<100\\n"
784,12,2,4,836,5,1,4,1,3,2,23,1,1,1,3,1,0,0,"veiculo novo","banco","nao qualificado","<1","existentes/pagos","nao","proria","Solteiro","100<=X<500"
785,20,2,5,6468,1,5,1,2,3,4,60,3,1,1,1,1,1,1,"veiculo usado","nenhum","altamente qualificado/empresario","Desempregado","existentes/pagos","nao","proria","Casado","Desconhecido\\n"
796,9,2,3,2301,5,1,2,1,3,4,22,3,3,1,4,1,0,1,"moveis","nenhum","qualificado","<1","existentes/pagos","nao","alugada","Solteiro","100<=X<500"
797,18,2,5,7511,1,2,1,4,3,4,51,3,2,1,4,2,1,0,"veiculo usado","nenhum","qualificado",">=7","existentes/pagos","nao","de graca","Viuvo","Desconhecido\\n"
798,12,1,3,1258,2,1,2,1,3,4,22,3,3,2,3,1,0,1,"moveis","nenhum","nao qualificado","<1","Critico-outros creditos","nao","alugada","Solteiro","<100\\n"
800,9,2,4,1549,1,1,4,4,3,2,35,3,1,1,2,1,0,1,"veiculo novo","nenhum","desempregado","<1","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
801,24,1,2,1597,2,2,4,4,3,4,54,3,2,2,4,2,0,1,"educacao","nenhum","qualificado",">=7","Critico-outros creditos","nao","de graca","Viuvo","<100\\n"
802,18,1,1,1795,2,2,3,1,4,4,48,1,3,2,3,1,1,1,"reforma","banco","nao qualificado",">=7","Critico-outros creditos","sim","alugada","Solteiro","<100\\n"
803,20,1,3,4272,2,2,1,1,3,4,24,3,1,2,4,1,0,1,"moveis","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
